GCAS,Total_MSU_Forecast,Avg_MSU_Forecast,Forecast_Periods,Product_Description,Subsector_Name,Total_IT_Forecast,Avg_IT_Forecast,Total_CS_Forecast,Avg_CS_Forecast
80843090,2196.297,47.745587,46,FBRZ CAR (2.2MLX3)X8 DWNY CIT PANTHER,Home Care,11713.3,254.6369565,1464.4,31.8347826
80794402,2168.724,35.5528525,61,FEBREZE FR 320MLX12 DWNY CIT RF NJ,Home Care,54218.8,888.8327869,4518.4,74.0721311
80796477,2167.873,270.984125,8,GILLETTE (PG M 8CT+P 3CT)X12 KR HP,Shave Care,2955.8,369.475,246.3,30.7875
80848824,2166.11,49.2297727,44,SK2 MX SP RNW CRM & EYE CRM SET TR CN,Skin Care,3420.3,77.7340909,142.5,3.2386364
82293423,2164.902,154.6358571,14,OB PROHLTH CLN 3D WHITE(3+1P)X12X2 EM KR,Oral Care,19468.4,1390.6,811.0,57.9285714
80807710,2160.906,23.2355484,93,iOM6.1A6.1K KR SG iBox PTHBR,Oral Care,4322.1,46.4741935,1440.5,15.4892473
80828638,2158.958,359.8263333,6,FUSION PROSHIELDE BASE CRT 8 8X6X12,Shave Care,4048.3,674.7166667,56.3,9.3833333
80877861,2153.121,28.70828,75,D103.413.3 KR CRBX Black HBOX PTHBR,Oral Care,4306.4,57.4186667,717.8,9.5706667
80840581,2150.994,23.1289677,93,GIL PS CHILL 16CT 16X12X2 KR ECOM,Shave Care,2016.4,21.6817204,84.1,0.9043011
80845469,2138.427,42.76854,50,SK2 BR WSDRMSK 10P JP VC,Skin Care,5990.1,119.802,249.4,4.988
80834795,2135.85,35.0139344,61,FBRZ FR DWNY MYS(370MLX3)X8 ET NJ,Home Care,15393.4,252.3508197,1923.8,31.5377049
80797155,2132.342,22.2118958,96,BRAUN SHAVER 8560cc BLK X6 KR COSTCO,Appliances,2132.0,22.2083333,354.0,3.6875
80874343,2123.984,66.3745,32,OB HYGEIA IND GUM CAR BCD XS 3X24 KR EME,Oral Care,25467.5,795.859375,1061.3,33.165625
80872935,2113.103,31.5388507,67,OB QUEEN MULTI BCD 3X24 KR EM,Oral Care,25336.9,378.1626866,1055.2,15.7492537
80724037,2110.888,22.6977204,93,ORAL-B STAGES 2 (TWIN) (2X12X6) KR RE,Oral Care,37965.5,408.2311828,527.5,5.672043
80734705,2105.081,21.9279271,96,D100.413.2K KR Red HBOX PTHBR SPIDERMAN,Oral Care,4210.2,43.85625,701.7,7.309375
80795770,2103.098,22.613957,93,GILLETTE PG ULTRA 2UPX6X12 (ECOM),Shave Care,4505.8,48.4494624,62.2,0.6688172
80773103,2101.381,95.5173182,22,EM JAS KCP PS MNL 1up+8ct+Skintech Gel,Shave Care,2675.1,121.5954545,446.0,20.2727273
80832695,2100.255,150.0182143,14,DOWNY LAU LIQ 1.0LX12 BTL IDD gre J2 KR,Fabric Care,13651.1,975.0785714,1137.6,81.2571429
80788990,2098.657,22.0911263,95,EB50RX 6 KR PAPERPACK Brush Set 6x6x2,Oral Care,6995.6,73.6378947,582.8,6.1347368
80854509,2085.22,21.4971134,97,OB CA COMPACT BCD S 6X30 KR CP,Oral Care,12486.4,128.7257732,416.5,4.2938144
80818382,2082.908,37.1947857,56,SK2 BR GCC2 CRM 30G BR25 JP (Rosy),Skin Care,25005.0,446.5178571,208.4,3.7214286
80748044,2076.418,21.6293542,96,BRAUN MALHRREMKP 74s SILV BLISTER MN1,Appliances,20764.8,216.3,64.3,0.6697917
80742365,2062.642,103.1321,20,PAM S5 AMN FFU 46x2 KR PANTS CBY (DBL),Baby Care,8071.4,403.57,4035.7,201.785
80840167,2061.276,515.319,4,SK2 HR FT ESS 230ML GSPL KR,Skin Care,7420.0,1855.0,309.2,77.3
80840591,2057.0,21.4270833,96,GIL PG ULTRA 2UP 1X6X12 KR ECOM,Shave Care,10285.7,107.1427083,143.7,1.496875
80815698,2022.179,44.9373111,45,SK2 HR FT ESS 250ML CN VC,Skin Care,6697.8,148.84,222.8,4.9511111
80854928,2019.843,155.3725385,13,DOWNY LAU LIQ BTL IDD (2LX2)X1 KR J2,Fabric Care,3282.1,252.4692308,3282.1,252.4692308
80759691,2015.782,21.6750753,93,D701.513.6X KR CRX BK BOX PTHBR,Oral Care,4031.3,43.3473118,672.2,7.227957
82317134,2009.987,24.5120366,82,ORALB MOC HYGEIA IND BCD XS 12PX4 KR CP,Oral Care,6025.9,73.4865854,1506.4,18.3707317
82315577,2009.985,24.5120122,82,ORALB MOC HYGEIA IND BCD XS 12PX4 KR CP,Oral Care,6025.9,73.4865854,1506.4,18.3707317
82315124,2009.984,24.512,82,ORALB MOC HYGEIA IND BCD XS 12PX4KR CP,Oral Care,6025.9,73.4865854,1506.4,18.3707317
82298988,2009.981,24.5119634,82,ORALB MOC HYGEIA IND BCD XS 12PX4KR CP,Oral Care,6025.9,73.4865854,1506.4,18.3707317
80697587,1979.746,219.9717778,9,SK2 PITERA DELUXE SET NON HN,Skin Care,5131.6,570.1777778,427.6,47.5111111
80724036,1967.719,21.1582688,93,OB STGS MCKYMNIE 2 4YR XS BCD KR RE,Oral Care,70780.9,761.0849462,737.5,7.9301075
80836450,1955.776,108.6542222,18,DOWNY LAU LIQ 1.4LX10 CRG BLUE J2 KR,Fabric Care,9080.7,504.4833333,908.0,50.4444444
80719108,1940.854,20.2172292,96,BRAUN SHAVER 9510s  BLK  BOX KR,Appliances,1941.0,20.21875,647.3,6.7427083
80763658,1939.819,193.9819,10,H&S SH 1200MLX6 S&HT DIT CP KR,Hair Care,4156.1,415.61,692.5,69.25
80826677,1932.009,1932.009,1,H&S SH 1200MLX6 DEEPCLEAN HYPE CP KR,Hair Care,4139.3,4139.3,689.9,689.9
80828634,1896.047,57.4559697,33,FUSION PROGLIDE POWER CRT 8 8X6X12,Shave Care,3555.4,107.7393939,48.9,1.4818182
80822880,1896.009,210.6676667,9,PAM S4 (8X3)X4 KR PANTS CBY 100D SAMPLE,Baby Care,14220.9,1580.1,3555.2,395.0222222
80876307,1883.7,188.37,10,Gillette 699 3UP+Gel+Stand 1x6 KCP,Shave Care,5694.7,569.47,948.8,94.88
82327235,1858.104,19.35525,96,FBRZ CARPRCLP MEL O FL SK 7MLX6 REG KR,Home Care,14865.0,154.84375,2477.5,25.8072917
80871607,1848.959,33.017125,56,GIL PS YELLOW 7BBGR 1X12X2 KR ECOM (8UP),Shave Care,3081.6,55.0285714,128.6,2.2964286
80371858,1848.823,19.2585729,96,EB50RX 6 KR FFS Brush Set,Oral Care,6163.9,64.2072917,514.1,5.3552083
82315123,1835.112,19.7323871,93,OB HYGEIA INDGUMCAREBCD XS(1X6X16)X1ECOM,Oral Care,687.4,7.3913978,687.4,7.3913978
80746678,1831.507,36.63014,50,FBRZ TLT (6.3MLX3)X6 AR FLW BP.B,Home Care,10659.9,213.198,1776.6,35.532
82317247,1829.88,22.3156098,82,OB CA PLAQUE GRD 35 SFT BCD 4X12X2 KR,Oral Care,16455.9,200.6817073,684.6,8.3487805
80797939,1821.048,18.96925,96,iO S2.1C9.0 KR SWF WT HiBOX PTHBR,Oral Care,3642.6,37.94375,606.0,6.3125
80775671,1800.6,19.3612903,93,EB60X 4 KR FFS Brush Set,Oral Care,9003.5,96.811828,749.4,8.0580645
81778500,1796.807,18.7167396,96,BRAUN MALHRREMKP 94-hy BLK BOX CN-KR,Appliances,17968.8,187.175,199.9,2.0822917
80757883,1783.391,50.9540286,35,FBRZ TLT(SP6.3MLX2)+MTS(WL6.3MLX2)X7 ET,Home Care,7784.0,222.4,1112.0,31.7714286
80807666,1782.567,19.1673871,93,iOM9.2J2.2AC KR BK iBox PTHBR,Oral Care,3565.3,38.3365591,1188.5,12.7795699
80794208,1782.508,297.0846667,6,FUSION PROGLIDE POWER CRT 4 4X6X12,Shave Care,6683.5,1113.9166667,92.9,15.4833333
80724043,1773.593,18.6694,95,ORALB CX PE JR TWINFROZEN (2X12X6) KR RE,Oral Care,31899.1,335.78,443.1,4.6642105
80831289,1773.476,591.1586667,3,DOWNY LFE 1LX12 SBTL IDD pk R3 KR,Fabric Care,11989.0,3996.3333333,999.1,333.0333333
80890212,1771.809,221.476125,8,SK2 BR GUV DUO 50G BR25 TR ASIA,Skin Care,6378.0,797.25,177.3,22.1625
81770252,1766.999,117.7999333,15,BRAUN SHAVER 71-B1200s BLU KR,Appliances,1766.9,117.7933333,588.8,39.2533333
82333451,1765.888,126.1348571,14,ORALB MOCHYGEIA IND GUMCARE BCD6PX8KRCP,Oral Care,10586.9,756.2071429,1323.3,94.5214286
80833693,1758.28,35.1656,50,FEBREZE FR 320MLX12 REFSC RF ABMQ,Home Care,43957.3,879.146,3663.1,73.262
81726692,1756.73,45.044359,39,BRAUN MALHRREMKP CCR4 MIX BOX KR,Appliances,4391.8,112.6102564,732.0,18.7692308
80818383,1752.21,31.2894643,56,SK2 BR GCC1 CRM 30G BR25 JP (Beige),Skin Care,21034.7,375.6196429,175.2,3.1285714
80871148,1735.002,45.6579474,38,SK2 AA SP RE-NEW EYE CRM 15G KR CMTZ,Skin Care,17350.1,456.5815789,321.3,8.4552632
80823667,1733.89,30.4191228,57,OB EMKB LITE SOFT 12CT 12X13 KR,Oral Care,5197.9,91.1912281,399.7,7.0122807
80839839,1725.25,123.2321429,14,H&S SHM Adv Itchy 300MLx2 + DC 90MLx2,Hair Care,7392.8,528.0571429,616.2,44.0142857
80832694,1716.31,95.3505556,18,DOWNY LAU LIQ 2.9LX4 BTL Perfect J2 KR,Fabric Care,3847.0,213.7222222,961.6,53.4222222
80851738,1714.0,107.125,16,Braun Shaver 53-A70000cc Azure KR,Appliances,1714.2,107.1375,571.3,35.70625
80774847,1708.102,55.1000645,31,FEBREZE FR 370MLX12 DWNY MYS BTL TW,Home Care,36932.2,1191.3612903,3077.6,99.2774194
80811898,1703.643,567.881,3,DOWNY LAU LIQ 2.0LX6 BTL IDD gre J1 KR,Fabric Care,5536.7,1845.5666667,922.8,307.6
80796244,1700.421,18.2840968,93,iO RB CBF-2 KR FFS Brush Set,Oral Care,17004.7,182.8462366,2833.6,30.4688172
80742364,1678.939,83.94695,20,PAM S6 AMN FFU 40x2 KR PANTS CBY (SS),Baby Care,7555.9,377.795,3777.9,188.895
82292239,1660.849,83.04245,20,OB HYGEIA IND GUMCARE BOX XS 3X12X2 KR,Oral Care,19938.2,996.91,830.7,41.535
80745841,1641.121,63.1200385,26,FEBREZE FR 320MLX12 KR MEN RF BB,Home Care,41028.5,1578.0192308,3419.0,131.5
80876306,1623.535,162.3535,10,Gillette 699 4UP+Gel+Stand 1x6 KCP,Shave Care,4207.4,420.74,701.1,70.11
80815161,1621.013,36.0225111,45,SK2 BR GUV DUO BR25 TR ASIA,Skin Care,9729.6,216.2133333,162.0,3.6
80840576,1609.244,536.4146667,3,GIL PS Y PWR (1UP+8CT) 1X18 KR COSTCO,Shave Care,2413.8,804.6,134.1,44.7
80734083,1608.283,24.3679242,66,EB20RX 8 KR FFS Brush Set,Oral Care,4020.9,60.9227273,334.8,5.0727273
80809380,1597.701,17.5571538,91,BRAUN SHAVER 9617s SILV BOX KR,Appliances,1598.3,17.5637363,532.2,5.8483516
80807686,1596.918,24.1957273,66,iOG5.1A6.1K KR WT iBox PTHBR,Oral Care,3192.9,48.3772727,1064.4,16.1272727
82331368,1592.521,17.1238817,93,DB5.010.1K KR WT BL BINIE PTHBR 1X6,Oral Care,9559.3,102.788172,1593.0,17.1290323
80743446,1589.405,17.465989,91,BRAUN SHAVER 52-B7000cc  BLU  BOX KR,Appliances,1590.0,17.4725275,530.6,5.8307692
82300115,1585.102,32.3490204,49,SK2 HR FT ESS 10ML HA,Skin Care,131000.4,2673.477551,163.7,3.3408163
82327916,1566.764,22.3823429,70,FBRZ CARVCLIP 2.2MLX6 COOL AQUA REG KR,Home Care,25068.2,358.1171429,4178.1,59.6871429
80849691,1554.469,16.7147204,93,OB GLIDE DP CL FLOSS PICK MNT 30X6X8 KR,Oral Care,93082.0,1000.8817204,1939.4,20.8537634
80737237,1550.198,172.2442222,9,SK2 FT ESS & SKINPOWER CRM SET NON HN,Skin Care,1911.1,212.3444444,159.3,17.7
80779929,1544.001,308.8002,5,DOWNY LFE 2LX4 SBTL MYS M1 KR,Fabric Care,5219.0,1043.8,1304.7,260.94
80851737,1521.0,95.0625,16,Braun Shaver 53-B52000s DkBlue KR,Appliances,1521.2,95.075,507.0,31.6875
80735075,1511.884,88.9343529,17,OB CA XEROX VIT XVIT 40S TPLE 3X12X2 KR,Oral Care,18128.0,1066.3529412,755.0,44.4117647
80763683,1505.146,1505.146,1,H&S SH 1200MLX6 APPLE FRESH DIT CP KR,Hair Care,3224.7,3224.7,537.5,537.5
80746627,1502.156,30.04312,50,FBRZ MTS (6.3MLX3)X6 LL&PEO BP.CP,Home Care,8742.8,174.856,1457.6,29.152
80724044,1500.163,16.1307849,93,OB STG4 AVENGERS IRON MAN 1CT KR,Oral Care,53962.9,580.2462366,561.5,6.0376344
80728969,1495.108,30.5124082,49,BRAUN SHAVER M-1011 WHT BOX KR,Appliances,1494.8,30.5061224,124.6,2.5428571
80836449,1494.351,106.7393571,14,DOWNY LAU LIQ 1.4LX10 CRG LAV J2 KR,Fabric Care,6938.1,495.5785714,693.8,49.5571429
80765679,1484.061,15.4589688,96,FEBREZE FR 320MLX12 RF ALTO CLEANCTSOAP,Home Care,37102.6,386.4854167,3091.6,32.2041667
80840572,1471.438,14.5686931,101,GIL SKINTECH 7BBGR 1X12X2 KR ECOM (8UP),Shave Care,2452.3,24.280198,102.1,1.0108911
80850521,1461.336,146.1336,10,557.1 Gillette Proshield Yellow 2up (PX),Shave Care,7306.8,730.68,228.2,22.82
82327902,1460.773,20.8681857,70,FBRZ CARVCLP 2.2MLX6 FLOWER BRZ REG KR,Home Care,23372.6,333.8942857,3895.5,55.65
80888508,1458.45,182.30625,8,SK2 BR GCC GR CRM 50G BR25 JP,Skin Care,10500.0,1312.5,145.8,18.225
80746670,1456.045,29.1209,50,FBRZ TLT 6.3MLX6 A.FLWR BP,Home Care,25424.9,508.498,4237.6,84.752
80787284,1439.112,15.8144176,91,BRAUN SHAVER 62-G7200CC GREY  BOX KR,Appliances,1439.8,15.821978,479.4,5.2681319
80848365,1436.488,14.9634167,96,iO2 (Black+WHITE DUAL HANDLE)X 8 CP,Oral Care,1436.4,14.9625,177.5,1.8489583
80748040,1434.61,14.9438542,96,BRAUN MALHRREMKP 54b BLK BLISTER MN1,Appliances,14346.3,149.440625,44.5,0.4635417
80825368,1431.827,75.3593158,19,DOWNY LFE 2LX4 SBTL FRE M2 KR,Fabric Care,4839.8,254.7263158,1209.8,63.6736842
80867525,1430.671,24.6667414,58,SK2 BR GUV CRM 50G BR25 JP,Skin Care,10298.9,177.5672414,144.2,2.4862069
80807674,1428.474,31.0537826,46,iOM7.2J2.2BC KR BK iBox PTHBR,Oral Care,2857.0,62.1086957,952.1,20.6978261
80719119,1425.336,142.5336,10,BRAUN SHAVER 9567cc  SILV  BOX KR,Appliances,1425.0,142.5,475.0,47.5
80825357,1416.003,101.1430714,14,DOWNY LFE 200mlX48 RFL FRE M2 KR,Fabric Care,47861.4,3418.6714286,997.3,71.2357143
80831336,1415.75,88.484375,16,601 Gil Labs Razor 5UP White Case 1x6x4,Shave Care,3539.8,221.2375,147.7,9.23125
82303506,1409.981,156.6645556,9,MACH3 TURBO RAZOR 2UP 1X6X6,Shave Care,7050.0,783.3333333,195.8,21.7555556
80785244,1369.338,14.7240645,93,ORALB INTERDENTAL BCD SZ1 10X6X4 KR,Oral Care,37009.1,397.9473118,1542.2,16.5827957
80811860,1364.387,97.4562143,14,DOWNY LAU LIQ 1.9LX6 BTL LAV J1 KR,Fabric Care,4667.6,333.4,778.1,55.5785714
80826695,1349.505,14.0573438,96,H&S SH 520MLX9 ISC OY HYPE KR,Hair Care,6672.1,69.5010417,741.3,7.721875
80832709,1327.679,94.8342143,14,DOWNY LAU LIQ 1.9LX6 BTL Perfect J2 KR,Fabric Care,4542.3,324.45,757.0,54.0714286
82334054,1323.641,24.0662,55,DOWNY LFE (1.05LX3)X4 AB KR TESLA W2,Fabric Care,2840.6,51.6472727,710.1,12.9109091
82333752,1323.641,24.0662,55,DOWNY LFE (1.05LX3)X4 BTL AB KR,Fabric Care,2840.6,51.6472727,710.1,12.9109091
80773621,1323.641,24.0662,55,DOWNY LFE (1.05LX3)X4 BTL BM KR R2,Fabric Care,2840.6,51.6472727,710.1,12.9109091
80693761,1323.641,24.0662,55,DOWNY LFE (1.05LX3)X4 AB KR W2,Fabric Care,2840.6,51.6472727,710.1,12.9109091
80831271,1323.639,24.0661636,55,DOWNY LFE (1.05LX3)X4 BTL BM R3 KR,Fabric Care,2840.6,51.6472727,710.1,12.9109091
80729979,1323.399,23.632125,56,DOWNY LFE (1.05LX3)X4 AB KR W3,Fabric Care,2840.1,50.7160714,710.1,12.6803571
82328911,1323.397,23.6320893,56,DOWNY LFE (1.05LX3)X4 AB KR TESLA,Fabric Care,2840.1,50.7160714,710.1,12.6803571
80841880,1318.077,19.1025652,69,SK2 BR GIGC 50G BR25 JP,Skin Care,7803.7,113.0971014,162.9,2.3608696
82247349,1313.052,29.1789333,45,SK2 MN FT ESS 230ML HA,Skin Care,4726.2,105.0266667,197.5,4.3888889
80860057,1307.6,39.6242424,33,OB Glide DP CL Floss Pick Mint 30x6x8 KR,Oral Care,78299.4,2372.7090909,1631.3,49.4333333
80869886,1305.267,652.6335,2,DOWNY LAU (2.2Lx2)x1 perfect J2 KR Cstc,Fabric Care,1928.3,964.15,1928.3,964.15
80796250,1292.663,13.8996022,93,iO RB CWF-2 KR FFS Brush Set,Oral Care,12927.6,139.0064516,2154.6,23.1677419
80873237,1288.995,49.5767308,26,PAM XL(PB2.0 6S&OVN5.0 2S)X30 KR SAMPLE,Baby Care,29009.6,1115.7538462,966.9,37.1884615
80371325,1283.704,13.8032688,93,D103.413.3 KR FAX Purple HBOX PTHBR,Oral Care,2567.7,27.6096774,427.8,4.6
82327915,1277.065,44.0367241,29,FBRZ CARVCLIP (2.2MLX3)X8 SKY BR REG KR,Home Care,6811.4,234.8758621,851.3,29.3551724
80827453,1268.833,13.6433656,93,DB5.510 KR SEN BK HBOX PTHBR 1X6X2,Oral Care,7615.9,81.8913978,634.4,6.8215054
80815713,1248.19,29.7188095,42,SK2 HR  FTGCLSR 120G JP VC,Skin Care,22131.2,526.9333333,461.3,10.9833333
80845470,1247.964,22.2850714,56,SK2 HR FTCLNSGOIL 250ML JP VC,Skin Care,10629.8,189.8178571,295.0,5.2678571
81686066,1247.793,12.9978438,96,BRAUN MALHRREMKP 32B BLK BLISTER MN1,Appliances,12478.2,129.98125,40.6,0.4229167
80740664,1246.706,41.5568667,30,FBRZ CAR(L&S2CT+DWN2CT)X6 CP ZIS,Home Care,4986.8,166.2266667,831.0,27.7
81770235,1230.759,51.281625,24,BRAUN SHAVER 71-S7000cc SILV KR,Appliances,1231.0,51.2916667,410.7,17.1125
80740663,1217.519,45.0932963,27,FBRZ CAR(L&S2CT+LV2CT)X6 CP ZIS,Home Care,4869.8,180.362963,811.4,30.0518519
82332345,1214.296,13.0569462,93,MOC I-TYPE FLOSS (20PX6)X18 KR ET,Oral Care,18232.8,196.0516129,1013.3,10.8956989
80823419,1176.571,17.8268333,66,D505.523.3X KR CRX WT BOX PTHBR,Oral Care,2352.7,35.6469697,392.8,5.9515152
80842249,1173.679,293.41975,4,GILLETTE PG SENSITIVE GEL 170GX2X6 (Duo),Shave Care,12916.5,3229.125,2152.8,538.2
80765680,1162.837,12.1128854,96,FEBREZE FR 320MLX12 RF ALTO WHITE MUSK,Home Care,29072.1,302.834375,2422.8,25.2375
80845599,1161.498,23.22996,50,SK2 HR FT MSK 6P JP VC,Skin Care,5420.2,108.404,113.0,2.26
80746677,1160.804,23.21608,50,FBRZ MTS (6.3MLX2)X6 WT&LLY BP,Home Care,10133.5,202.67,1689.1,33.782
80746681,1157.045,23.1409,50,FBRZ MTS (6.3MLX2)X6 LL&PEO BP KR,Home Care,10101.0,202.02,1683.4,33.668
82327907,1155.706,38.5235333,30,FBRZ CARVCLIP (2.2MLX3)X8 LAV CF REG KR,Home Care,6164.1,205.47,770.1,25.67
80845463,1142.102,12.2806667,93,GLT Skintech Foam 245GX2X6 CP (Duo pack),Shave Care,8722.9,93.7946237,1453.6,15.6301075
82303809,1137.006,12.225871,93,ORALB INTERDENTAL BCD SZ1 20X4X4 KR,Oral Care,15364.6,165.2107527,960.2,10.3247312
80810315,1123.919,22.0376275,51,PTN SH 440MLX10 CAMELIA ATTN KR,Hair Care,6567.3,128.7705882,656.9,12.8803922
82248447,1114.887,159.2695714,7,SK2 HR FT ESS 330ML SLEEVE HA,Skin Care,2797.0,399.5714286,116.5,16.6428571
80825359,1110.0,1110.0,1,DOWNY LFE 1.35LX6 RFL MYS M2 KR,Fabric Care,5558.3,5558.3,926.4,926.4
80868092,1092.189,17.3363333,63,OB CA SUPERTHIN BOX XS 4X24 KR EM,Oral Care,9831.2,156.0507937,409.8,6.5047619
80775678,1089.273,11.7126129,93,EB25RX 2 KR FFS Brush Set,Oral Care,10893.7,117.1365591,454.0,4.8817204
80840573,1078.692,29.1538378,37,GIL PS YELLOW 7BBGR 1X12X2 KR ECOM (8UP),Shave Care,1618.0,43.7297297,67.5,1.8243243
80831269,1070.14,1070.14,1,DOWNY LFE 2.6LX6 RFL IDD pk R3 KR,Fabric Care,2782.4,2782.4,463.7,463.7
80845912,1068.0,213.6,5,OB GLIDE DP CL FLOSS PICK MNT 30X6X8 KR,Oral Care,63952.1,12790.42,1332.3,266.46
80831297,1064.472,1064.472,1,DOWNY LFE 1.35LX6 RFL IDD gre R3 KR,Fabric Care,5330.4,5330.4,888.4,888.4
80831478,1057.289,211.4578,5,FBRZ CAR(SKY2.2MLX4+HB2.2MLX2)X12CC P2,Home Care,2819.5,563.9,234.9,46.98
80734708,1050.733,52.53665,20,D103.413.3K KR LTBLUE HBOX PTHBR FROZEN,Oral Care,2101.4,105.07,350.2,17.51
80818379,1049.153,18.734875,56,SK2 BR GIE 50ML BR25 JP,Skin Care,17370.3,310.1839286,362.2,6.4678571
82327901,1048.805,34.9601667,30,FBRZ CARVCLIP (2.2MLX3)X8 DOWNY REG KR,Home Care,5594.1,186.47,699.0,23.3
80845461,1042.498,521.249,2,Gillette Proglide 12ctX12 ECOM,Shave Care,1303.0,651.5,108.5,54.25
80797156,1041.682,31.5661212,33,BRAUN MALHRREMKP CCR8 Costco,Appliances,1302.0,39.4545455,325.5,9.8636364
80739999,1041.68,30.6376471,34,BRAUN MALHRREMKP CCR8 MIX BOX KR,Appliances,1302.0,38.2941176,325.5,9.5735294
80857041,1038.949,11.8062386,88,699 Gillette Labs Razor 3UP Case 1x6x4,Shave Care,3895.6,44.2681818,162.9,1.8511364
80861843,1033.674,38.2842222,27,BRAUN SHAVER 9566cc SILV (COUPANG),Appliances,1033.6,38.2814815,258.6,9.5777778
80780380,1025.938,23.8590233,43,FBRZ CAR(SKY2.2MLX4+HB2.2MLX2)X12CC P1,Home Care,2735.9,63.6255814,228.3,5.3093023
80729398,1025.938,23.8590233,43,FBRZ CAR(SKYL2.2MLX4+HB2.2MLX2)X7CC 2H22,Home Care,2735.9,63.6255814,390.6,9.0837209
82330929,1025.907,23.8583023,43,FBRZ CAR(SKYL2.2MLX4+DWN2.2MLX2)X7CC REG,Home Care,2735.9,63.6255814,390.6,9.0837209
82283979,1025.907,23.8583023,43,FEBRZ CAR (L&S 2CTX2+DWN 2CT)X7 KR CCO,Home Care,2735.9,63.6255814,390.6,9.0837209
82298679,1025.907,23.8583023,43,FEBRZ CAR (L&S2CTX2+DWN2CT)X7 GEN KRCCO,Home Care,2735.9,63.6255814,390.6,9.0837209
82333793,1025.907,23.8583023,43,FBRZ CAR(SKYL2.2MLX4+SP2.2MLX2)X7CC 1H22,Home Care,2735.9,63.6255814,390.6,9.0837209
82287958,1025.907,23.8583023,43,FEBRZ CAR (L&S2CTX2+DWN2CT)X7 LIMO KRCCO,Home Care,2735.9,63.6255814,390.6,9.0837209
82315127,1025.907,23.8583023,43,FEBRZCAR(SKYLIN2.2MLX4+DWY2.2MLX2)X7KRCC,Home Care,2735.9,63.6255814,390.6,9.0837209
80748968,1025.599,11.0279462,93,ORAL-B STAGES 2 TWIN 2X12X4,Oral Care,18446.5,198.3494624,384.4,4.1333333
80748967,1018.021,10.9464624,93,OB PH STGS TWINPK IRON MAN 7YR 2X12 KR,Oral Care,18310.0,196.8817204,1525.5,16.4032258
80799649,1015.049,10.5734271,96,OB MINT WAX FLOSS 4S 4X30 KR,Oral Care,4565.5,47.5572917,151.9,1.5822917
80840592,1013.143,10.5535729,96,GIL PG ULTRA 11BBGR 1X12X2 KRCP (12UP),Shave Care,1168.2,12.16875,50.2,0.5229167
80777216,1004.305,100.4305,10,Gillette Voyager Labs 16ct X24 Ecom,Shave Care,941.4,94.14,39.2,3.92
82315120,1000.651,100.0651,10,OB ULTRATHIN GREEN TEA (1X12X8)X1 ECOM,Oral Care,375.0,37.5,375.0,37.5
80755227,1000.02,100.002,10,FBRZ FR(920MLX2)X10 DWNY KR CC BB,Home Care,4347.9,434.79,434.8,43.48
80820846,999.971,19.99942,50,DOWNY LFE 3.8LX3 LG&L P3 KR,Fabric Care,1779.5,35.59,592.8,11.856
82332311,996.087,10.4851263,95,OB EMKB LITE SOFT 1CT 1X6X16 KR,Oral Care,35830.2,377.16,373.5,3.9315789
80782130,995.99,52.4205263,19,PAMPERS WIPES 70X10 KR,Baby Care,9960.1,524.2157895,996.3,52.4368421
80788272,995.916,497.958,2,OB QUEEN MULTI 9x12x1 KR,Oral Care,3983.6,1991.8,332.0,166.0
80826694,993.169,10.3455104,96,H&S SH 520MLX9 CM OY HYPE KR,Hair Care,4910.2,51.1479167,545.3,5.6802083
80827725,989.797,10.3103854,96,H&S SH 520MLX9 PERFUME HYPE KR,Hair Care,4893.7,50.9760417,543.5,5.6614583
80871145,986.329,17.6130179,56,SK2 HR MDME 50ML JP VC,Skin Care,16330.2,291.6107143,204.5,3.6517857
80873234,966.001,37.1538846,26,PAM XXL(PB2.0 6S&OVN5.0 2S)X30 KR SAMPLE,Baby Care,21740.3,836.1653846,724.4,27.8615385
80873235,966.001,37.1538846,26,PAM LG(PB2.0 6S&OVN5.0 2S)X30 KR SAMPLE,Baby Care,21740.3,836.1653846,724.4,27.8615385
80776162,964.921,20.530234,47,SK2 AA SP RE-NEW CREAM 2.5G JP,Skin Care,57779.6,1229.3531915,48.5,1.0319149
80779909,964.836,482.418,2,DOWNY LFE (1.05LX3)X4 BTL CP M1 KR,Fabric Care,2070.6,1035.3,517.6,258.8
80813050,960.33,22.865,42,SK2 HR FTCL 230ML CN VC,Skin Care,8891.4,211.7,370.4,8.8190476
80843208,958.716,479.358,2,SK2 MX BEAUTY TRAVEL KIT SPR TR JP,Skin Care,2376.0,1188.0,99.0,49.5
80794207,957.747,106.4163333,9,FUSION POWER CRT 8 8X6X12,Shave Care,1795.9,199.5444444,25.1,2.7888889
80827724,952.645,9.9233854,96,H&S SH 520MLX9 LEMON HYPE KR,Hair Care,4710.0,49.0625,522.7,5.4447917
80795769,941.653,9.323297,101,GLT PG ULTRA (1HL+12CT)X12 KR (ECOM),Shave Care,941.6,9.3227723,78.6,0.7782178
80831287,939.188,939.188,1,DOWNY LFE 2LX4 SBTL IDD GRE R3 KR,Fabric Care,3174.5,3174.5,793.6,793.6
80831479,932.522,310.8406667,3,FBRZ CAR(SKY2.2MLX4+DW2.2MLX2)X12CC P2,Home Care,2486.7,828.9,207.3,69.1
80809387,927.997,46.39985,20,BRAUN SHAVER 8667cc SILV BOX KR,Appliances,928.0,46.4,309.4,15.47
